geo	Month	Central.estimate	bottom	lower_band	central_band	upper_band	Long.run	commentary_central	commentary_higher	commentary_lower
2	19997		2.95	0.25	0	0.5				
2	20028		2.85	0.25	0	0.5				
2	20058	3	2.75	0.25	0	0.5		ECB policymakers continue to cut rates skipping one meeting in 2024 and by more than other global central banks given weaker fundamentals and more rapid disinflation than the US and UK	ECB policymakers move slower on fears of insufficient progress on inflation or excessive exchange rate market reaction to earlier cuts	Euro area activity slows down significantly further because of weakening demand
2	20089		2.625	0.25	0.0416666666666667	0.583333333333333				
2	20120		2.5	0.25	0.0833333333333333	0.666666666666667				
2	20148		2.375	0.25	0.125	0.75				
2	20179		2.25	0.25	0.166666666666667	0.833333333333333				
2	20209		2.125	0.25	0.208333333333333	0.916666666666667				
2	20240	2.375	2	0.25	0.25	1				
2	20270		1.95833333333333	0.291666666666667	0.25	0.958333333333333				
2	20301		1.91666666666667	0.333333333333333	0.25	0.916666666666667				
2	20332		1.875	0.375	0.25	0.875				
2	20362		1.83333333333333	0.416666666666667	0.25	0.833333333333333				
2	20393		1.79166666666667	0.458333333333333	0.25	0.791666666666667				
2	20423	2.375	1.75	0.5	0.25	0.75		The ECB continues to make progress in reducing rates towards neutral levels	Concerns about remaining inflationary pressure keep interest rates high along with a reluctance on the part of the ECB to reduce rates significantly	The Eurozone economy weakens significantly, requiring the ECB to move into a zone that begins to stimulate demand
2	20454		1.625	0.541666666666667	0.291666666666667	0.791666666666667				
2	20485		1.5	0.583333333333333	0.333333333333333	0.833333333333333				
2	20513		1.375	0.625	0.375	0.875				
2	20544		1.25	0.666666666666667	0.416666666666667	0.916666666666667				
2	20574		1.125	0.708333333333333	0.458333333333333	0.958333333333333				
2	20605	2	1	0.75	0.5	1	2			
2	20635									
2	20666									
2	20697		0.5	1	1	1	2	Interest rates converge on a rate similar to the expected inflation rate and lower than nominal GDP, due to stronger public finances and lower potential growth rates. The path towards these rates might be bumpy with long periods outside the range. Hence the low probability for a central scenario	Stronger growth or a growing lack of confidence in Eurozone public finances would require a higher neutral interest rate. Strong growth because plentiful potential alternative investments allows savers to demand higher returns and weak public finances because government needs to attract more savings	Weak growth and persistently low investment generates few outside options for savings, helping the longer-term interest rate to fall to low levels.
3	19875	5.25	5	0.25	0	0.25		The decision to cut in June was (for us) slightly better than a coin toss until the April CPI data came out. The data did not behave itself, with services inflation coming in far above expectations.	A sharp acceleration in the May inflation data would put a rate rise on the table.	A June cut would require the May CPI and wage data to come in substantially below to assuage the MPC that inflation persistence has indeed waned.
3	19905		4.875	0.25	0	0.375				
3	19936	5	4.75	0.25	0	0.5		The decision to cut in August is better than a coin toss. The headline CPI rate is close to target even if services inflation remains elevated, justifying a majority of the MPC to proceed with a first cut in August.	Services inflation could remain elevated due to more persistent second-round effects and elevated real wage growth. This would require the BoE to keep interest rates at their current level or consider a rise.	If economic conditions deteriorate and inflation persistence fades, it is possible (though very unlikely) that the MPC proceed with back to back cuts in June and August
3	19967		4.5625	0.3125	0.0625	0.5				
3	19997		4.375	0.375	0.125	0.5				
3	20028		4.1875	0.4375	0.1875	0.5				
3	20058	4.625	4	0.5	0.25	0.5		We expect the BoE to make two to three cuts by the end of 2024. This is because CPI inflation (the BoE's preferred gauge) will have returned to about target even as real wage growth remains elevated.	MPC members move slower or keep rates at the current restrictive level on fears of insufficient progress on inflation or excessive exchange rate market reaction to earlier cuts.	UK activity slows down significantly further because of weakening demand
3	20089		3.91666666666667	0.5	0.25	0.5				
3	20120		3.83333333333333	0.5	0.25	0.5				
3	20148		3.75	0.5	0.25	0.5				
3	20179		3.66666666666667	0.5	0.25	0.5				
3	20209		3.58333333333333	0.5	0.25	0.5				
3	20240	4.125	3.5	0.5	0.25	0.5				
3	20270		3.25	0.666666666666667	0.291666666666667	0.5				
3	20301		3	0.833333333333333	0.333333333333333	0.5				
3	20332		2.75	1	0.375	0.5				
3	20362		2.5	1.16666666666667	0.416666666666667	0.5				
3	20393		2.25	1.33333333333333	0.458333333333333	0.5				
3	20423	3.75	2	1.5	0.5	0.5		The BoE will deliver three more cuts by end 2025 as it eases policy gradually towards a more neutral rate	Concerns about remaining inflationary pressure keep interest rates high along with a reluctance on the part of the BoE to reduce rates significantly	The UK economy weakens significantly, requiring the BoE to stimulate demand
3	20454		2	1.41666666666667	0.5	0.583333333333333				
3	20485		2	1.33333333333333	0.5	0.666666666666667				
3	20513		2	1.25	0.5	0.75				
3	20544		2	1.16666666666667	0.5	0.833333333333333				
3	20574		2	1.08333333333333	0.5	0.916666666666667				
3	20605	3.25	2	1	0.5	1	3.25	The BoE will likely deliver one to two more cuts by mid-2026 as it brings policy back in line with a more neutral rate		
3	20635									
3	20666									
3	20697		1.25	1	1	1	2.75	Interest rates converge on a rate similar to the expected inflation rate and lower than nominal GDP, due to stronger public finances and lower potential growth rates. The path towards these rates might be bumpy with long periods outside the range. Hence the low probability for a central scenario	Stronger growth or a growing lack of confidence in UK public finances would require a higher neutral interest rate. Strong growth because plentiful potential alternative investments allow savers to demand higher returns and weak public finances because government needs to attract more savings	Weak growth and persistently low investment generates few outside options for savings, helping the longer-term interest rate to fall to low levels.
4	19875	0.05	-0.1	0	0.1	0.1		The BoJ continues to wait, balancing the risks of higher inflation from a weak yen and economic weakness	BoJ defends value of the yen with a rate rise despite continued weakness of its economy on fears of sustained high inflation	An unlikely reaction to the weakness in the Japanese economy
4	19905	0.05	-0.1	0	0.1	0.1		The BoJ feels it has enough evidence on a positive wage price dynamic to increase rate and end negative rates but wants to tighten monetary policy slowly	The BoJ worries that prolonged yen weakness will push inflation up too fast and requires a rate rise to stabilise the currency	Sudden economic weakness forces the BoJ to reverse course
4	19936		-0.1	0.02	0.1	0.1				
4	19967		-0.1	0.04	0.1	0.1				
4	19997		-0.1	0.06	0.1	0.1				
4	20028		-0.1	0.08	0.1	0.1				
4	20058	0.15	-0.1	0.1	0.1	0.1		BoJ feels it is making progress normalising monetary policy amid a still relatively weak economy and inflation expectations converging on 2 per cent	Ongoing strong wage demands and an economic rebound embeds inflation into expectations	Signs of deflation return, significantly weaker expectations at the next round
4	20089		-0.108333333333333	0.116666666666667	0.1	0.116666666666667				
4	20120		-0.116666666666667	0.133333333333333	0.1	0.133333333333333				
4	20148		-0.125	0.15	0.1	0.15				
4	20179		-0.133333333333333	0.166666666666667	0.1	0.166666666666667				
4	20209		-0.141666666666667	0.183333333333333	0.1	0.183333333333333				
4	20240	0.25	-0.15	0.2	0.1	0.2		BoJ feels it is making progress normalising monetary policy amid a still relatively weak economy and inflation expectations converging on 2 per cent	Ongoing strong wage demands and an economic rebound embeds inflation into expectations	Signs of deflation return, significantly weaker expectations at the next round
4	20270		-0.15	0.216666666666667	0.1	0.266666666666667				
4	20301		-0.15	0.233333333333333	0.1	0.333333333333333				
4	20332		-0.15	0.25	0.1	0.4				
4	20362		-0.15	0.266666666666667	0.1	0.466666666666667				
4	20393		-0.15	0.283333333333333	0.1	0.533333333333333				
4	20423	0.35	-0.15	0.3	0.1	0.6		The BoJ delivers a cautious tightening but will still effectively zero interest rates. The tightening has been more symbolic than real or significant	Japan’s economy reaches lift off with positive wage expectations and a decisive break with the past	The Japanese economy retains the need for negative interest rates with any move perceived to be too risky
4	20454		-0.141666666666667	0.316666666666667	0.1	0.666666666666667				
4	20485		-0.133333333333333	0.333333333333333	0.1	0.733333333333333				
4	20513		-0.125	0.35	0.1	0.8				
4	20544		-0.116666666666667	0.366666666666667	0.1	0.866666666666667				
4	20574		-0.108333333333333	0.383333333333333	0.1	0.933333333333333				
4	20605	0.45	-0.1	0.4	0.1	1	0.45	The BoJ delivers a cautious tightening but will still effectively zero interest rates. The tightening has been more symbolic than real or significant	Japan’s economy reaches lift off with positive wage expectations and a decisive break with the past	The Japanese economy retains the need for negative interest rates with any move perceived to be too risky
4	20635									
4	20666									
4	20697		0	0.75	1	1	1.25	Interest rates converge on a relatively low neutral rate similar to the very long term JGB yield. The rate is low given Japan’s long history of difficulties in sufficiently raising inflation rates, which we expect to continue, albeit with less of a struggle than in the 2000s. The path towards these rates might be bumpy with long periods outside the range. Hence the low probability for a central scenario	A successful emergence from decades of weak growth and inflation would require higher neutral interest rates. A clear exit from below target inflation would need higher nominal rates to keep the same longer-term monetary policy stance	Japan falls back into its low inflation trap, failing to generate domestic inflation and wage growth.
