date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated
2024-07-01,0.44,#440154FF,3,,Christine Lagarde,"Monetary policy in an unusual cycle - the risks, the path and the costs",0.165,0.3,0.7,FALSE,Hold,0.7,0.062,1,"Our policy decisions have successfully kept inflation expectations anchored, and inflation is projected to return to 2% in the latter part of next year.",0.6,"Lagarde emphasizes the need for vigilance and data dependency in decision-making, indicating a cautious stance towards inflation. The speech suggests a commitment to holding current rates to gather more data rather than immediate tightening or loosening.",2024-07-01,No
2024-06-14,0.545,#440154FF,3,,Christine Lagarde,Policymaking in a new risk environment,0.076,0.5,0.7,FALSE,Hold,0.69,0.052,1,"This framework served us well in calibrating when to stop raising rates, how long to hold them constant and, most recently, when to start cutting them.",0.6,"The speech outlines a balanced view of current risks to the economy and emphasizes the need to maintain a careful approach to monetary policy given uncertainties. Lagarde discusses using a flexible policy framework to adapt to emerging situations, suggesting the ECB is currently in a holding pattern with interest rates until more data is available.",2024-06-14,No
2024-04-19,0.48,#440154FF,3,,Christine Lagarde,IMFC statement,0.114,0.3,0.7,FALSE,Hold,0.765,0.047,1,The Governing Council's future decisions will ensure that its policy rates will stay sufficiently restrictive for as long as necessary.,0.6,"The speech suggests a balanced view with the ECB prepared to either tighten or relax policy depending on how data evolves. While acknowledging risks, it projects a stabilized outlook both in growth and inflation, implying the current policy rate is likely to remain unchanged in the near future.",2024-04-19,No
2024-04-11,0.51,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.032,0.5,0.6,FALSE,Hold,0.87,0.048,1,The Governing Council today decided to keep the three key ECB interest rates unchanged.,0.9,"The speech emphasizes maintaining the current interest rate level while expressing determination to ensure that inflation reaches the target. The commitment to a data-dependent approach further suggests a neutral stance, as there is no precommitment to rate changes. The decision to hold is a strong indicator of neutrality.",2024-04-11,No
2024-03-07,0.51,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.032,0.5,0.6,FALSE,Hold,0.895,0.016,1,The Governing Council today decided to keep the three key ECB interest rates unchanged.,0.9,"Despite keeping rates unchanged, the ECB shows a commitment to using monetary policy to ensure inflation returns to their target, suggesting a somewhat hawkish stance. Hence, the prediction is to hold current rates with a likelihood of leaning towards tightening if necessary.",2024-03-07,No
2024-02-26,0.56,#440154FF,3,,Christine Lagarde,European Parliament plenary debate on the European Central Bank Annual Report,0.097,0.4,0.7,FALSE,Hold,0.78,0.035,1,We therefore decided to keep our key policy interest rates unchanged.,0.4,"Christine Lagarde emphasizes the current monetary policy stance, which is focused on maintaining interest rates at current levels until inflation sustainably reaches the 2% target. Her speech shows a moderate view on inflation control, which supports holding rates.",2024-02-26,No
2023-11-21,0.58,#440154FF,3,,Christine Lagarde,Monetary policy in the euro area - attentive and focused,0.103,0.5,0.7,FALSE,Hold,0.79,0.046,1,"That is why, at our last meeting, we held interest rates at their present levels.",0.4,"The speech indicates a balanced view, acknowledging a large and fast policy adjustment to address inflation, but emphasizing the need to be attentive and focused on various economic factors without rushing to conclusions. This suggests a likelihood of maintaining current rates to monitor further developments.",2023-11-21,No
2023-10-14,0.675,#440154FF,3,,Christine Lagarde,IMFC statement,0.095,0.5,0.75,FALSE,Hold,0.705,0.069,1,The ECB is determined to ensure that inflation returns to its 2% medium-term target in a timely manner.,0.4,"The speech indicates determination to maintain current restrictive monetary policy levels to combat inflation, but also acknowledges the fragility of economic recovery and potential downside risks, suggesting a likely 'hold' position in the next meeting.",2023-10-14,No
2023-09-25,0.64,#440154FF,3,,Christine Lagarde,Hearing of the Committee on economic and monetary affairs of the European Parliament,0.081,0.5,0.7,FALSE,Hold,0.75,0.062,1,"Based on our current assessment, we consider that our rates have reached levels that, maintained for a sufficiently long duration, will make a substantial contribution to the timely return of inflation to our target.",0.3,"Lagarde emphasized the ECB's commitment to ensuring inflation returns to the 2% target, highlighting a recent rate hike and suggesting current rates should be maintained to achieve inflation goals. However, future decisions remain data-dependent, indicating a cautious approach rather than immediate further hikes.",2023-09-25,No
2023-09-14,0.925,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.079,0.75,1,FALSE,Hold,0.75,0.112,0.5,"In order to reinforce progress towards our target, the Governing Council today decided to raise the three key ECB interest rates by 25 basis points.",0.3,"The ECB raised interest rates by 25 basis points and emphasized the need to maintain restrictive rates to combat inflation. However, the speech acknowledges the risks to economic growth and suggests a data-dependent approach, indicating a balanced between controlling inflation and economic stability.",2023-09-14,No
2023-07-27,0.825,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.098,0.7,0.9,FALSE,Raise,0.88,0.042,1,Inflation continues to decline but is still expected to remain too high for too long. The Governing Council therefore today decided to raise the three key ECB interest rates by 25 basis points.,0.7,"The speech highlights a strong focus on addressing persistent inflation by raising interest rates. The commitment to maintaining restrictive monetary policy until inflation aligns with the target, combined with the recent rate hike, indicates a hawkish stance.",2023-07-27,No
2023-06-27,0.9,#440154FF,3,,Christine Lagarde,Breaking the persistence of inflation,0.082,0.7,1,FALSE,Raise,0.88,0.035,1,"Barring a material change to the outlook, we will continue to increase rates in July.",0.9,"Lagarde emphasizes the need to bring rates to 'sufficiently restrictive' levels and maintain them, reflecting a strong commitment to further rate hikes to combat persistent inflation.",2023-06-27,No
2023-06-16,0.88,#440154FF,3,,Christine Lagarde,Remarks at G30 dinner,0.075,0.75,1,FALSE,Raise,0.88,0.042,1,"Barring a material change to our baseline, it is very likely that we will continue to increase rates at our next policy meeting in July.",0.9,"Christine Lagarde indicated a strong likelihood of further interest rate hikes, highlighting ongoing inflation concerns driven by domestic factors and committed to ensuring inflation returns to the target. This suggests a clear hawkish stance aimed at additional tightening.",2023-06-16,No
2023-06-15,0.93,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.048,0.9,1,FALSE,Raise,0.945,0.028,1,"Unless there was a material change to our baseline, we will continue to hike at our next meeting.",0.3,"The speech emphasized the determination to bring inflation back to the target, indicating strong confidence in further rate hikes unless there is a significant change in the outlook. Projections of inflation remain high, and there is a suggestion of continued monetary tightening.",2023-06-15,No
2023-06-05,0.705,#440154FF,3,,Christine Lagarde,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,0.016,0.7,0.75,FALSE,Raise,0.795,0.028,1,Our future decisions will ensure that the policy rates will be brought to levels sufficiently restrictive to achieve a timely return of inflation to our 2% medium-term target and will be kept at those levels for as long as necessary.,0.4,"The speech emphasizes a commitment to reducing inflation to the 2% target and suggests further restrictive measures may be needed, indicating a somewhat hawkish stance. Lagarde indicates a readiness to raise rates further, with significant emphasis on controlling inflation, suggesting a higher likelihood of a rate increase.",2023-06-05,No
2023-06-01,0.91,#440154FF,3,,Christine Lagarde,The fight against inflation,0.094,0.75,1,FALSE,Raise,0.875,0.035,1,"Today, inflation is too high and it is set to remain so for too long. We are determined to bring it back down to our 2% medium-term target in a timely manner.",0.5,"Lagarde emphasizes the need for continued rate hikes until inflation is confidently on track to return to target, indicating a bias towards further tightening of monetary policy.",2023-06-01,No
2023-05-24,0.59,#440154FF,3,,Christine Lagarde,Twenty-five years of the European Central Bank,0.151,0.3,0.75,FALSE,Hold,0.657,0.053,0.7,"For the ECB, our immediate and overriding priority is to bring inflation back down to our 2% medium-term target in a timely manner. And we will do so.",0.8,"While the speech reflects on the historical role of the euro and ECB, it touches upon the ECB's current priority to bring inflation down, indicating a commitment to maintaining stable prices. However, the speech does not exhibit a strong hawkish or dovish tone, making it neutral overall.",2023-05-24,No
2023-05-04,0.895,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.109,0.75,1,FALSE,Raise,0.875,0.026,1,"The inflation outlook continues to be too high for too long. In light of the ongoing high inflation pressures, the Governing Council today decided to raise the three key ECB interest rates by 25 basis points.",0.6,"The speech is strongly hawkish as it acknowledges the persistently high inflation pressures and the decision to raise interest rates, with an emphasis on further data-dependent tightening to ensure inflation returns to target. This indicates a strong stance towards raising rates further if necessary.",2023-05-04,No
2023-04-17,0.565,#440154FF,3,,Christine Lagarde,Central banks in a fragmenting world,0.088,0.5,0.7,FALSE,Hold,0.706,0.042,0.8,Central banks must provide for stability in an age that is anything but stable.,0.7,"Lagarde's speech discusses geopolitical fragmentation and its implications for central banks, highlighting the importance of collaboration between fiscal and monetary policies. However, it does not suggest any immediate changes to interest rates. The speech is forward-looking rather than addressing current monetary policy actions, thus a neutral stance with a 'Hold' prediction is most appropriate.",2023-04-17,No
2023-04-14,0.71,#440154FF,3,,Christine Lagarde,IMFC statement,0.097,0.5,0.9,FALSE,Raise,0.794,0.058,0.9,"As inflation is projected to remain too high for too long, the Governing Council of the ECB decided in March to raise the key ECB interest rates by 50 basis points, bringing the total increase since July 2022 to 350 basis points.",0.5,"The emphasis on inflation remaining too high and the recent decision to raise rates indicate a hawkish stance, but the data-dependant approach to future decisions suggests caution, thus 'somewhat hawkish' is appropriate.",2023-04-14,No
2023-03-22,0.755,#440154FF,3,,Christine Lagarde,The path ahead,0.142,0.5,1,FALSE,Raise,0.817,0.05,0.9,"We will deliver price stability, and bringing inflation back to 2% over the medium term is non-negotiable.",0.2,"Christine Lagarde's speech emphasizes the ECB's commitment to fighting inflation by keeping a robust strategy that allows for future rate hikes if necessary. The acknowledgement that inflation is still high, coupled with the recent 50 basis point hike, suggests a somewhat hawkish stance. However, the emphasis on data dependency and the readiness to act hints that decisions will depend on incoming data, thus not fully committing to an aggressive hawkish path.",2023-03-22,No
2023-03-20,0.72,#440154FF,3,,Christine Lagarde,Hearing at the Committee on Economic and Monetary Affairs of the European Parliament,0.123,0.5,1,FALSE,Raise,0.767,0.056,0.9,"As inflation is projected to remain too high for too long, the Governing Council last week decided to increase the three key ECB interest rates by 50 basis points, in line with our determination to ensure the timely return of inflation to our 2% medium-term target.",0.7,"Christine Lagarde emphasizes the high inflation which is expected to remain, signaling that recent interest rate hikes are aimed at achieving the medium-term inflation target. This suggests a somewhat hawkish stance, favoring further tightening of monetary policy.",2023-03-20,No
2023-03-16,0.895,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.112,0.7,1,FALSE,Raise,0.89,0.039,1,"Inflation is projected to remain too high for too long. Therefore, the Governing Council today decided to increase the three key ECB interest rates by 50 basis points.",0.8,The decision to increase rates by 50 basis points and the emphasis on inflation remaining too high indicate a strong hawkish stance with a focus on ensuring inflation returns to target. The commitment to a data-dependent approach and readiness to adjust instruments also tilt towards interest rate hikes in future meetings.,2023-03-16,No
2023-02-15,0.83,#440154FF,3,,Christine Lagarde,European Parliament plenary debate on the ECB Annual Report,0.123,0.7,1,FALSE,Raise,0.875,0.054,1,"At its February meeting, the Governing Council emphasised its determination to stay the course in raising interest rates significantly at a steady pace and in keeping them at levels that are sufficiently restrictive to ensure a timely return of inflation to our 2% medium-term target.",0.5,"Lagarde emphasizes commitment to raising interest rates further due to persistent inflation pressures, indicating a somewhat hawkish stance.",2023-02-15,No
2023-02-02,0.99,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.032,0.9,1,FALSE,Raise,0.915,0.024,1,The Governing Council will stay the course in raising interest rates significantly at a steady pace and in keeping them at levels that are sufficiently restrictive to ensure a timely return of inflation to our two per cent medium-term target.,0.9,"Christine Lagarde's speech emphasizes raising interest rates significantly due to underlying inflation pressures, indicating a strong commitment to curbing inflation. The expectation of another 50 basis points rate hike in March further underlines a hawkish stance.",2023-02-02,No
2023-01-23,0.98,#440154FF,3,,Christine Lagarde,New challenges in a changing world,0.042,0.9,1,FALSE,Raise,0.9,0.033,1,"And we have made it clear that ECB interest rates will still have to rise significantly at a steady pace to reach levels that are sufficiently restrictive, and stay at those levels for as long as necessary.",0.2,"The speech emphasizes the need to continue raising interest rates significantly to combat high inflation, which indicates a hawkish stance. The clear intention to maintain restrictive monetary policy fortifies the likelihood of raising rates in the next meeting.",2023-01-23,No
2022-12-15,0.975,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.042,0.9,1,FALSE,Raise,0.925,0.035,1,We judge that interest rates will still have to rise significantly at a steady pace to reach levels that are sufficiently restrictive to ensure a timely return of inflation to our two per cent medium-term target.,0.4,"The speech highlights a strong commitment to continue raising rates significantly due to an upward revision in inflation projections, indicating a focus on tightening monetary policy to rein in inflation.",2022-12-15,No
2022-11-28,0.905,#440154FF,3,,Christine Lagarde,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,0.083,0.75,1,FALSE,Raise,0.905,0.037,1,We expect to raise rates further to the levels needed to ensure that inflation returns to our 2% medium-term target in a timely manner.,1,"Christine Lagarde's speech emphasizes the ECB's commitment to raising interest rates to combat high inflation, indicating a strong hawkish stance. The determination to raise rates further underscores the intention to tighten monetary policy.",2022-11-28,No
2022-11-18,0.89,#440154FF,3,,Christine Lagarde,Monetary policy in a new environment,0.077,0.75,1,FALSE,Raise,0.875,0.035,1,We expect to raise rates further - and withdrawing accommodation may not be enough.,0.4,"Christine Lagarde emphasizes the need to control inflation and mentions that the ECB has been aggressive in raising rates. She indicates that further rate hikes are expected, signaling a strong hawkish stance towards monetary policy.",2022-11-18,No
2022-11-04,1,#440154FF,3,,Christine Lagarde,Monetary policy in a high inflation environment - commitment and clarity,0,1,1,FALSE,Raise,0.92,0.026,1,"We will therefore have to raise rates to levels that will deliver our 2% medium-term inflation target. The ultimate goal of our interest rate path is clear, and we are not there yet.",0.7,"The speech focuses significantly on the need to raise rates to combat high inflation, demonstrating a commitment to meet the ECB's inflation target despite current difficulties. The emphasis on not allowing inflation to become entrenched aligns with a strong hawkish stance.",2022-11-04,No
2022-10-27,0.85,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.108,0.7,1,FALSE,Raise,0.845,0.028,1,We have decided to raise the three key ECB interest rates by 75 basis points.,0.2,"The mention of expected future rate increases indicates a tendency towards tightening monetary policy to combat inflation, which suggests a somewhat hawkish stance.",2022-10-27,No
2022-10-14,0.835,#440154FF,3,,Christine Lagarde,IMFC Statement,0.111,0.7,1,FALSE,Raise,0.885,0.047,1,"The ECB's Governing Council expects to raise interest rates further over the next several meetings, based on a data-dependent and meeting-by-meeting approach.",0.6,"The speech emphasizes the need to address high inflation and indicates that further interest rate hikes are anticipated to ensure inflation returns to target. This suggests a somewhat hawkish stance, leaning towards tightening monetary policy.",2022-10-14,No
2022-09-26,0.92,#440154FF,3,,Christine Lagarde,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,0.042,0.9,1,FALSE,Raise,0.88,0.042,1,Inflation remains far too high and is likely to stay above our target for an extended period.,0.4,"The speech indicates a strong commitment to raising interest rates to control inflation, which is a hallmark of a hawkish stance. The mention of persistent upward shifts in inflation expectations and the expectation to continue raising rates lean heavily towards a hawkish approach.",2022-09-26,No
2022-09-20,0.93,#440154FF,3,,Christine Lagarde,Monetary policy in the euro area,0.095,0.7,1,FALSE,Raise,0.91,0.046,1,"We have taken major steps along the path of normalising our monetary policy, frontloading our rate increases. This signals that we are determined to bring inflation back to our medium-term target of 2% in a timely manner and ensure that inflation expectations remain well anchored.",0.3,"The speech is clearly focused on addressing the high and persistent inflation with strong and decisive monetary policy actions, including raising rates further over the coming meetings. The commitment to preventing inflation from becoming entrenched and ensuring that inflation expectations remain anchored indicates a hawkish stance.",2022-09-20,No
2022-09-08,0.98,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.042,0.9,1,FALSE,Raise,0.93,0.026,1,The Governing Council today decided to raise the three key ECB interest rates by 75 basis points.,0.9,The speech clearly indicates a strong stance on combating high inflation by implementing a significant interest rate hike and signaling further rate increases. The emphasis on controlling inflation suggests a hawkish approach to monetary policy.,2022-09-08,No
2022-06-28,0.81,#440154FF,3,,Christine Lagarde,Price stability and policy transmission in the euro area,0.107,0.7,1,FALSE,Raise,0.885,0.053,1,In July we intend to raise our policy rates for the first time in 11 years. And we have provided some guidance for our September policy meeting and the rate path we envisage taking thereafter.,0.4,"The speech indicates a clear intent to raise interest rates in response to the high and persistent inflation, while also emphasizing a continued path of policy normalization. This indicates a somewhat hawkish stance as the ECB is focused on adjusting interest rates upwards to manage inflation.",2022-06-28,No
2022-06-20,0.795,#440154FF,3,,Christine Lagarde,Hearing of the Committee on Economic and Monetary Affairs of the European Parliament,0.107,0.7,1,FALSE,Raise,0.895,0.044,1,We intend to raise the key ECB interest rates by 25 basis points at our July monetary policy meeting.,0.8,"Christine Lagarde's speech is quite aggressive in terms of indicating future rate hikes. With the current inflation rates described as 'undesirably elevated' and plans already announced to raise interest rates in the coming months, this reflects a hawkish stance towards normalizing monetary policy.",2022-06-20,No
2022-05-11,0.685,#440154FF,3,,Christine Lagarde,Challenges along Europe's road,0.047,0.6,0.75,FALSE,Raise,0.77,0.042,1,"With inflation likely to remain high for some time, actions that demonstrate our commitment to price stability will be critical to anchor inflation expectations and contain second-round effects.",0.3,"Lagarde emphasized the phase of higher inflation and the importance of normalizing policy settings, suggesting a readiness to raise rates soon to maintain price stability, though with a gradual approach.",2022-05-11,No
2022-04-21,0.52,#440154FF,3,,Christine Lagarde,International Monetary and Financial Committee statement,0.092,0.3,0.6,FALSE,Hold,0.694,0.039,0.9,We will take whatever action is needed to fulfil the ECB's mandate to pursue price stability and to contribute to safeguarding financial stability.,0.5,"The speech highlights the current economic uncertainties and the need for flexibility and careful calibration in monetary policy. While acknowledging the inflationary pressures, there is no clear commitment to change the policy rate imminently, suggesting a neutral stance likely leading to a hold decision.",2022-04-21,No
2022-03-30,0.47,#440154FF,3,,Christine Lagarde,Finding resilience in times of uncertainty,0.125,0.3,0.6,FALSE,Hold,0.7,0.041,1,"For our part, the ECB has made it clear that, in the context of the ongoing conflict, we will take whatever action is needed to pursue price stability and safeguard financial stability.",0.5,"While acknowledging significant economic challenges, Lagarde emphasizes a willingness to act against inflationary pressures and is preparing to conclude net asset purchases, suggesting a somewhat hawkish stance. However, gradualism implies that immediate rate hikes are unlikely, hence a prediction to hold rates.",2022-03-30,No
2022-03-15,0.46,#440154FF,3,,Christine Lagarde, Remarks on the euro area economy,0.17,0.25,0.7,FALSE,Hold,0.685,0.034,1,Any adjustments to interest rates will take place some time after the end of our net purchases and will be gradual.,0.5,"The speech demonstrates a cautious approach towards adjusting interest rates, indicating potential monetary tightening in the future but emphasizes gradualism and data-dependence. The decision to reduce the pace of net asset purchases suggests a modest hawkish stance.",2022-03-15,No
2022-03-10,0.59,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.088,0.5,0.7,FALSE,Hold,0.675,0.042,1,Any adjustments to the key ECB interest rates will take place some time after the end of our net purchases under the APP and will be gradual.,0.1,"The speech acknowledges inflationary pressures and indicates a readiness to end asset purchases sooner than previously anticipated, suggesting a shift towards tighter policy despite ongoing uncertainties due to the Ukraine conflict.",2022-03-10,No
2022-01-14,0.495,#440154FF,3,,Christine Lagarde,Introductory statement at the COSAC meeting,0.126,0.25,0.6,FALSE,Hold,0.725,0.042,1,We will take any measures necessary to ensure that we deliver on our inflation target of 2% over the medium term.,0.4,"Lagarde acknowledges the high inflation rates and emphasizes the ECB's commitment to price stability, suggesting a somewhat hawkish stance. The reduction of the pace of asset purchases and flexibility to change course supports holding rates.",2022-01-14,No
2021-12-16,0.405,#440154FF,3,,Christine Lagarde,ECB press conference - introductory statement,0.126,0.25,0.6,FALSE,Hold,0.735,0.047,1,monetary accommodation is still needed for inflation to stabilise at our two per cent inflation target over the medium term.,0.3,"The speech indicates a reduction in asset purchases, which suggests a somewhat hawkish stance, yet emphasizes the need to maintain significant monetary accommodation to achieve the inflation target. This balance of gradual reduction with ongoing support suggests a neutral stance, likely resulting in holding the current rates.",2021-12-16,No
2021-10-14,0.305,#440154FF,3,,Christine Lagarde,IMFC Statement,0.072,0.25,0.5,FALSE,Hold,0.7,0.041,1,It remains crucial that policy support is not withdrawn prematurely.,0.8,"Christine Lagarde emphasizes the continuation of supportive monetary policy and mentions that inflation pressures are mostly temporary. The ECB's forward guidance indicates a hold on interest rates until inflation trends meet their targets. The speech doesn't aggressively push for tightening or easing, suggesting a neutral stance.",2021-10-14,No
