date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated
2023-10-19,0.66,#440154FF,3,,Jerome H Powell,Opening Remarks,0.084,0.5,0.7,FALSE,Hold,0.67,0.086,1,"Additional evidence of persistently above-trend growth, or that tightness in the labor market is no longer easing, could put further progress on inflation at risk and could warrant further tightening of monetary policy.",0.5,"The speech indicates that while inflation is trending downwards, it remains above target, and the Federal Reserve is committed to maintaining a restrictive policy. Powell acknowledges that further policy firming could be warranted if economic conditions require it, indicating a somewhat hawkish stance. However, there is an emphasis on proceeding carefully due to uncertainties, suggesting they are not in a rush to raise rates again immediately.",2023-10-19,No
2023-08-25,0.76,#440154FF,3,,Jerome H Powell,Inflation:  Progress and the Path Ahead,0.088,0.7,1,FALSE,Hold,0.622,0.044,0.9,"We are prepared to raise rates further if appropriate, and intend to hold policy at a restrictive level until we are confident that inflation is moving sustainably down toward our objective.",1,"While Jerome Powell acknowledges progress made in reducing inflation, the emphasis on preparedness to raise rates further if necessary and maintaining a restrictive policy is indicative of a somewhat hawkish stance. However, the focus is also on proceeding carefully, suggesting a likely decision to hold rates at the next meeting.",2023-08-25,No
2023-06-29,0.73,#440154FF,3,,Jerome H Powell,Financial Stability and Economic Developments,0.067,0.7,0.9,FALSE,Raise,0.767,0.025,0.9,A strong majority of Committee participants expect that it will be appropriate to raise interest rates two or more times by the end of the year.,0.4,"Despite noting some economic challenges, Powell emphasizes the intention to raise interest rates further due to persistent inflation above the target, indicating a somewhat hawkish stance. This suggests a likelihood of voting to raise rates in the next meeting.",2023-06-29,No
2023-06-21,0.71,#440154FF,3,,Jerome H Powell,,0.021,0.7,0.75,FALSE,Raise,0.75,0.065,0.8,Nearly all FOMC participants expect that it will be appropriate to raise interest rates somewhat further by the end of the year.,0.6,"While the Fed paused rate hikes to assess impacts, Powell signals a likelihood of future rate increases due to ongoing high inflation and strong labor market conditions. This indicates a somewhat hawkish stance with an inclination to raise rates.",2023-06-21,No
2023-03-07,0.96,#440154FF,3,,Jerome H Powell,,0.052,0.9,1,FALSE,Raise,0.89,0.039,1,"If the totality of the data were to indicate that faster tightening is warranted, we would be prepared to increase the pace of rate hikes.",0.6,"The speech emphasizes the need for ongoing interest rate increases, higher ultimate levels of rates than previously anticipated, and readiness to increase the pace of rate hikes if data suggests it's necessary, indicating a strong commitment to combating inflation.",2023-03-07,No
2023-01-10,0.775,#440154FF,3,,Jerome H Powell,Panel on &quot;Central Bank Independence and the Mandate—Evolving Views&quot;,0.21,0.5,1,FALSE,Hold,0.69,0.055,0.5,But restoring price stability when inflation is high can require measures that are not popular in the short term as we raise interest rates to slow the economy.,0.5,"The speech emphasizes the importance of price stability and the willingness to raise interest rates to achieve it. Powell's commitment to the mandate and independence suggests readiness to take necessary actions without succumbing to political pressure, implying a somewhat hawkish stance, but not explicitly signaling an imminent rate increase.",2023-01-10,No
2022-11-30,0.77,#440154FF,3,,Jerome H Powell,Inflation and the Labor Market,0.075,0.7,0.9,FALSE,Raise,0.825,0.026,1,We anticipate that ongoing increases will be appropriate.,0.3,"Powell acknowledges that while inflation data showed a welcome surprise to the downside, it's still much too high and there's a need for interest rates to be 'sufficiently restrictive' to bring inflation down to 2%. He signals anticipation of further rate increases, implying a somewhat hawkish stance.",2022-11-30,No
2022-08-26,0.98,#440154FF,3,,Jerome H Powell,Monetary Policy and Price Stability,0.042,0.9,1,FALSE,Raise,0.92,0.035,1,Restoring price stability will take some time and requires using our tools forcefully to bring demand and supply into better balance.,0.8,"Chair Powell emphasizes the necessity of forceful measures to combat inflation, signals further interest rate hikes, and draws lessons from historical periods of high inflation, indicating a strong commitment to tightening monetary policy.",2022-08-26,No
2022-06-22,0.95,#440154FF,3,,Jerome H Powell,,0.053,0.9,1,FALSE,Raise,0.905,0.044,1,We anticipate that ongoing rate increases will be appropriate.,0.4,"Chair Powell emphasizes the Fed's strong commitment to reducing inflation through ongoing interest rate increases, highlighting the challenging inflationary environment and the necessity of decisive action.",2022-06-22,No
2022-03-21,0.94,#440154FF,3,,Jerome H Powell,,0.081,0.75,1,FALSE,Raise,0.92,0.035,1,"There is an obvious need to move expeditiously to return the stance of monetary policy to a more neutral level, and then to move to more restrictive levels if that is what is required to restore price stability.",0.8,Chair Powell emphasizes the Federal Reserve's commitment to restoring price stability through ongoing rate increases and possibly more restrictive policy if necessary. This indicates a strong hawkish stance focusing on combating high inflation.,2022-03-21,No
2022-03-02,0.825,#440154FF,3,,Jerome H Powell,,0.151,0.7,1,FALSE,Raise,0.87,0.054,1,We expect it will be appropriate to raise the target range for the federal funds rate at our meeting later this month.,0.5,"Chair Powell indicates a clear intention to raise interest rates in response to high inflation and a strong labor market, suggesting a somewhat hawkish stance despite the uncertainty surrounding the Ukraine conflict.",2022-03-02,No
2022-01-11,0.66,#440154FF,3,,Jerome H Powell,,0.084,0.5,0.7,FALSE,Raise,0.769,0.037,0.8,We are strongly committed to achieving our statutory goals of maximum employment and price stability. We will use our tools to support the economy and a strong labor market and to prevent higher inflation from becoming entrenched.,0.6,"Powell acknowledges persistent supply and demand imbalances and elevated inflation, expressing a strong commitment to prevent higher inflation from becoming entrenched, which suggests a readiness to take action to raise rates if necessary to achieve price stability.",2022-01-11,No
2021-08-27,0.405,#440154FF,3,,Jerome H Powell,Monetary Policy in the Time of COVID,0.126,0.25,0.6,FALSE,Hold,0.69,0.032,1,The Committee remains steadfast in our oft-expressed commitment to support the economy for as long as is needed to achieve a full recovery.,0.3,"Powell acknowledges progress towards achieving maximum employment and price stability but outlines the view that current inflation pressures are likely to be temporary. He suggests that the bond-buying program could be tapered later this year, signaling a somewhat hawkish stance. However, he emphasizes that the path for interest rate hikes involves a higher threshold, indicating a likelihood to hold on rates in the near-term.",2021-08-27,No
2021-07-14,0.38,#440154FF,3,,Jerome H Powell,,0.13,0.25,0.6,FALSE,Hold,0.835,0.047,1,We continue to expect that it will be appropriate to maintain the current target range for the federal funds rate until labor market conditions have reached levels consistent with the Committee's assessment of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.,0.4,"Powell acknowledges that inflation is elevated but expects it to moderate. The speech suggests patience with current policy to assess full economic recovery, indicating a 'Hold' decision, but the recognition of increased inflation adds a 'somewhat hawkish' tone.",2021-07-14,No
2021-06-22,0.33,#440154FF,3,,Jerome H Powell,,0.095,0.2,0.5,FALSE,Hold,0.715,0.058,1,We at the Fed will do everything we can to support the economy for as long as it takes to complete the recovery.,0.3,"Powell highlights both the improvement in economic activity and the ongoing risks, suggesting a balanced view. Despite concerns about inflation, he attributes them to transitory factors, implying no immediate change in the policy rate.",2021-06-22,No
2021-03-23,0.235,#440154FF,3,,Jerome H Powell,,0.041,0.2,0.3,FALSE,Hold,0.725,0.072,1,"But the recovery is far from complete, so, at the Fed, we will continue to provide the economy the support that it needs for as long as it takes.",0.7,"The speech emphasizes continued support and acknowledges that the recovery is incomplete, suggesting a stance to maintain accommodative policy. This tone suggests the Fed is unlikely to raise rates and is cautious about withdrawing support too soon.",2021-03-23,No
2021-02-23,0.09,#440154FF,3,,Jerome H Powell,,0.074,0,0.2,FALSE,Hold,0.85,0.058,1,We expect that it will be appropriate to maintain the current accommodative target range of the federal funds rate until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.,0.5,"Chairman Powell emphasizes that the economy is far from meeting employment and inflation targets and suggests that current accommodative policies will remain in place until substantial progress is made, indicating a dovish stance focused on maintaining low rates and supportive measures.",2021-02-23,No
2021-02-10,0.185,#440154FF,3,,Jerome H Powell,Getting Back to a Strong Labor Market,0.082,0.1,0.3,FALSE,Hold,0.715,0.058,1,A patiently accommodative monetary policy stance that embraces the lessons of the past-about the labor market in particular and the economy more generally.,0.3,"Jerome Powell emphasizes the need for a patient, accommodative monetary policy to support the labor market recovery from the pandemic. The speech acknowledges that the labor market is far from strong and highlights the Federal Reserve's commitment to maintaining low interest rates until employment and inflation targets are met. This stance is somewhat dovish, as it suggests a continued focus on supporting the economy rather than raising rates. However, given ongoing uncertainties, I predict that Powell would vote to hold rates steady at the next meeting.",2021-02-10,No
2020-12-01,0.305,#440154FF,3,,Jerome H Powell,,0.144,0.1,0.5,FALSE,Hold,0.71,0.057,1,We are committed to using our full range of tools to support the economy and to help assure that the recovery from this difficult period will be as robust as possible.,0.5,"The speech emphasizes continued economic support and the unprecedented use of monetary tools without signaling immediate steps towards tightening policy or raising rates. There is an acknowledgment of economic recovery but also great uncertainty concerning the pandemic, suggesting that policy will remain accommodative in the foreseeable future.",2020-12-01,No
2020-10-06,0.205,#440154FF,3,,Jerome H Powell,Recent Economic Developments and the Challenges Ahead,0.083,0.1,0.3,FALSE,Hold,0.785,0.078,1,"At this early stage, I would argue that the risks of policy intervention are still asymmetric. Too little support would lead to a weak recovery, creating unnecessary hardship for households and businesses.",0.2,"Powell emphasizes the necessity of continued economic support, expressing concern that inadequate measures could lead to a weaker recovery. His inclination towards maintaining strong policy measures to ensure recovery showcases a dovish stance.",2020-10-06,No
2020-09-22,0.15,#440154FF,3,,Jerome H Powell,,0.097,0,0.3,FALSE,Hold,0.76,0.07,1,"We remain committed to using our tools to do what we can, for as long as it takes, to ensure that the recovery will be as strong as possible, and to limit lasting damage to the economy.",0.6,"The speech emphasizes ongoing economic challenges and commitment to prolonged accommodative policies, indicating a dovish stance despite some economic improvements.",2020-09-22,No
2020-08-27,0.275,#440154FF,3,,Jerome H Powell,New Economic Challenges and the Fed&#39;s Monetary Policy Review,0.042,0.2,0.35,FALSE,Hold,0.69,0.039,1,"To prevent this outcome and the adverse dynamics that could ensue, our new statement indicates that we will seek to achieve inflation that averages 2 percent over time.",0.4,"Powell's emphasis on addressing inflation shortfalls and achieving average inflation above 2% indicates a shift towards a more accommodative monetary policy stance. This suggests that preventing low inflation takes precedence over immediate rate hikes, aligning with a 'hold' prediction for the next meeting.",2020-08-27,No
2020-06-30,0.18,#440154FF,3,,Jerome H Powell,,0.075,0.1,0.3,FALSE,Hold,0.765,0.075,1,"In March, we lowered our policy interest rate to near zero, and we expect to maintain interest rates at this level until we are confident that the economy has weathered recent events and is on track to achieve our maximum-employment and price-stability goals.",0.4,"The speech highlights the considerable economic challenges posed by the COVID-19 pandemic and outlines the Federal Reserve's aggressive measures to support economic stability, including maintaining interest rates at near-zero levels. While acknowledging some positive economic trends, Powell emphasizes uncertainty and the need for continued support, suggesting a somewhat dovish stance aimed at sustaining economic recovery.",2020-06-30,No
2020-06-16,0.08,#440154FF,3,,Jerome H Powell,,0.063,0,0.2,FALSE,Hold,0.825,0.049,1,We expect to maintain interest rates at this level until we are confident that the economy has weathered recent events and is on track to achieve our maximum-employment and price-stability goals.,0.9,"Chair Powell emphasizes maintaining low interest rates and supporting economic recovery amidst considerable uncertainty due to the pandemic. The focus on using a full range of tools to support the economy and stable prices suggests a dovish stance, advocating for holding rates steady rather than raising them.",2020-06-16,No
2020-05-19,0.06,#440154FF,3,,Jerome H Powell,,0.052,0,0.1,FALSE,Hold,0.87,0.079,1,"In March, we lowered our policy interest rate to near zero, and we expect to maintain interest rates at this level until we are confident that the economy has weathered recent events and is on track to achieve our maximum-employment and price-stability goals.",0.4,"Powell's speech indicates a strong commitment to supporting the economy through low interest rates and extensive measures, reflecting a highly dovish stance focused on economic recovery amid the pandemic.",2020-05-19,No
2020-05-13,0.105,#440154FF,3,,Jerome H Powell,Current Economic Issues,0.101,0,0.3,FALSE,Hold,0.785,0.053,1,"At the Fed, we will continue to use our tools to their fullest until the crisis has passed and the economic recovery is well under way.",0.7,"Jerome Powell's speech emphasizes the unprecedented economic challenges caused by the pandemic and the extraordinary measures taken to support the economy. His focus on significant downside risks, the need for continued support, and the uncertainty surrounding the recovery suggests a dovish stance, which aligns with current low interest rates. The probability to hold rates is high given his comments about the need for additional policy measures.",2020-05-13,No
2020-04-09,0.05,#440154FF,3,,Jerome H Powell,COVID-19 and the Economy,0.053,0,0.1,FALSE,Hold,0.835,0.053,1,We have lowered interest rates to near zero in order to bring down borrowing costs.,0.5,"Powell's speech emphasizes maintaining low interest rates to support economic stability in response to the COVID-19 crisis. The commitment to keep rates low signals a dovish stance, focusing on providing relief and aiding recovery rather than tightening policy. However, considering the severe economic conditions, the most likely action is to hold rates steady at already low levels.",2020-04-09,No
2020-02-11,0.455,#440154FF,3,,Jerome H Powell,,0.096,0.25,0.5,FALSE,Hold,0.81,0.07,1,"The FOMC believes that the current stance of monetary policy will support continued economic growth, a strong labor market, and inflation returning to the Committee's symmetric 2 percent objective.",0.7,"Powell's speech emphasized stability and readiness to respond if major changes occur, lacking a push for immediate change in rates, which suggests a neutral stance.",2020-02-11,No
2019-11-25,0.34,#440154FF,3,,Jerome H Powell,Building on the Gains from the Long Expansion,0.097,0.2,0.5,FALSE,Hold,0.735,0.067,1,"We see the current stance of monetary policy as likely to remain appropriate as long as incoming information about the economy remains broadly consistent with our outlook of moderate economic growth, a strong labor market, and inflation near our symmetric 2 percent objective.",0.4,"Chair Powell discusses the need to maintain supportive monetary policy due to muted inflation and uncertainties, such as global growth risks and trade issues, while citing the importance of not letting inflation fall below target. This indicates a dovish leaning but not entirely dovish given the intent to hold rates steady barring significant changes.",2019-11-25,No
2019-11-13,0.44,#440154FF,3,,Jerome H Powell,,0.097,0.3,0.5,FALSE,Hold,0.745,0.09,1,"We see the current stance of monetary policy as likely to remain appropriate as long as incoming information about the economy remains broadly consistent with our outlook of moderate economic growth, a strong labor market, and inflation near our symmetric 2 percent objective.",0.7,"Powell's speech acknowledges the current economic growth and strong labor market while citing subdued inflation expectations and global risks, suggesting a balanced view towards holding rates steady unless there is a material change in the economic outlook.",2019-11-13,No
2019-10-09,0.475,#440154FF,3,,Jerome H Powell,Opening Remarks,0.079,0.25,0.5,FALSE,Hold,0.75,0.071,1,Our job is to keep it there as long as possible.,0.5,"Chair Powell acknowledges current economic strength but also highlights concerns about low inflation and interest rates, which limit the Fed's ability to cut rates in downturns. This caution suggests a likelihood of holding rates steady while assessing further strategies.",2019-10-09,No
2019-10-08,0.335,#440154FF,3,,Jerome H Powell,Data-Dependent Monetary Policy in an Evolving Economy,0.088,0.25,0.5,FALSE,Cut,0.65,0.05,0.5,"Looking ahead, policy is not on a preset course. The next FOMC meeting is several weeks away, and we will be carefully monitoring incoming information.",0.5,Chair Powell acknowledges global risks and the need for policy adaptation. Emphasis on data dependency and recent rate cuts imply a predisposition toward further easing if negative economic indicators persist.,2019-10-08,No
2019-10-04,0.445,#440154FF,3,,Jerome H Powell,Opening Remarks,0.096,0.25,0.5,FALSE,Hold,0.67,0.067,1,Our job is to keep it there as long as possible.,0.2,"Jerome Powell highlights that the economy is in 'a good place' with low unemployment and inflation close to target, suggesting no immediate need to change policy. The focus is on reviewing existing strategies and tools, indicating a neutral stance likely leaning towards holding rates steady.",2019-10-04,No
2019-08-23,0.28,#440154FF,3,,Jerome H Powell,Challenges for Monetary Policy,0.054,0.2,0.4,FALSE,Cut,0.7,0.024,1,"Based on our assessment of the implications of these developments, we will act as appropriate to sustain the expansion, with a strong labor market and inflation near its symmetric 2 percent objective.",0.6,"Powell highlights several downside risks such as slowing global growth, trade policy uncertainty, and muted inflation, indicating a focus on sustaining the expansion. This context suggests a tilt towards a cut in rates to address these uncertainties.",2019-08-23,No
2019-07-16,0.285,#440154FF,3,,Jerome H Powell,Monetary Policy in the Post-Crisis Era,0.024,0.25,0.3,FALSE,Cut,0.715,0.058,1,Many FOMC participants judged at the time of our most recent meeting in June that the combination of these factors strengthens the case for a somewhat more accommodative stance of policy.,1,"Chair Powell emphasizes the need for a more accommodative stance due to uncertainties, muted inflation pressures, and concerns about ongoing economic issues like trade tensions. This signals a likelihood of cutting rates.",2019-07-16,No
2019-06-25,0.285,#440154FF,3,,Jerome H Powell,Economic Outlook and Monetary Policy Review,0.024,0.25,0.3,FALSE,Cut,0.694,0.017,0.9,Many FOMC participants judge that the case for somewhat more accommodative policy has strengthened.,0.6,"Powell highlights increased uncertainties and the reemergence of crosscurrents affecting the economic outlook, suggesting a growing case for more accommodative policy, which typically involves cutting rates.",2019-06-25,No
2019-06-04,0.335,#440154FF,3,,Jerome H Powell,Opening Remarks,0.091,0.25,0.5,FALSE,Cut,0.6,0,0.5,"We are closely monitoring the implications of these developments for the U.S. economic outlook and, as always, we will act as appropriate to sustain the expansion, with a strong labor market and inflation near our symmetric 2 percent objective.",0.4,"Powell emphasizes the uncertainty around trade negotiations and the willingness to sustain economic expansion, hinting at potential easing if necessary. He highlights the proximity of rates to the effective lower bound as a challenge, which often requires more dovish (easing) positions.",2019-06-04,No
2019-05-20,0.495,#440154FF,3,,Jerome H Powell,Business Debt and Our Dynamic Financial System,0.134,0.25,0.7,FALSE,Hold,0.72,0.067,1,Today business debt does not appear to present notable risks to financial stability.,0.6,"Powell acknowledges the high levels of business debt but emphasizes that the current financial system is strong enough to handle potential losses, suggesting the risks are moderate. This indicates a balanced view without immediate inclination towards policy changes, making a 'Hold' decision likely.",2019-05-20,No
2019-03-08,0.48,#440154FF,3,,Jerome H Powell,Monetary Policy: Normalization and the Road Ahead,0.063,0.3,0.5,FALSE,Hold,0.765,0.067,1,"With nothing in the outlook demanding an immediate policy response and particularly given muted inflation pressures, the Committee has adopted a patient, wait-and-see approach to considering any alteration in the stance of policy.",1,"Chairman Powell emphasizes a 'patient, wait-and-see approach' and notes no immediate economic conditions demanding a rate change, suggesting a neutral stance and likelihood to hold rates steady at the next meeting.",2019-03-08,No
2019-02-28,0.425,#440154FF,3,,Jerome H Powell,Recent Economic Developments and Longer-Term Challenges,0.121,0.25,0.5,FALSE,Hold,0.785,0.082,1,"Given the positive outlook but also muted inflation pressures and the crosscurrents I just mentioned, the Federal Open Market Committee (FOMC) will be patient as we determine what future adjustments to the target range for the federal funds rate may be appropriate to support our dual-mandate objectives.",0.9,Powell emphasizes a patient approach due to positive short-term economic indicators but highlights uncertainty and muted inflation pressures. This suggests a balanced view with no immediate need for rate adjustments.,2019-02-28,No
2018-11-28,0.47,#440154FF,3,,Jerome H Powell,The Federal Reserve&#39;s Framework for Monitoring Financial Stability,0.149,0.3,0.7,FALSE,Hold,0.75,0.088,1,"Interest rates are still low by historical standards, and they remain just below the broad range of estimates of the level that would be neutral for the economy--that is, neither speeding up nor slowing down growth.",0.4,Chairman Powell's speech balances recognition of economic strengths such as low unemployment and inflation near target with acknowledgment of uncertainties in the economic outlook and impacts of gradual interest rate increases. His approach suggests a focus on maintaining current policy rates to gauge future paths.,2018-11-28,No
2018-10-02,0.614,#440154FF,3,,Jerome H Powell,Monetary Policy and Risk Management at a Time of Low Inflation and Low Unemployment,0.124,0.5,0.8,FALSE,Hold,0.78,0.084,0.5,"Our ongoing policy of gradual interest rate normalization reflects our efforts to balance the inevitable risks that come with extraordinary times, so as to extend the current expansion, while maintaining maximum employment and low and stable inflation.",0.4,"Powell's speech indicates a balance between risks of inflation and maintaining economic expansion, signaling gradual adjustment rather than immediate aggressive changes to interest rates.",2018-10-02,No
2018-09-27,0.725,#440154FF,3,,Jerome H Powell,Brief Remarks on the U.S. Economy,0.035,0.7,0.8,FALSE,Raise,0.83,0.042,1,"We took another step on that path yesterday, with a quarter-point increase in short-term interest rates.",0.7,"The speech highlights strong economic growth, low unemployment, and increasing wages. Chairman Powell mentions a recent rate hike and indicates a trajectory towards normalizing rates, which suggests a hawkish stance likely to support further rate increases.",2018-09-27,No
2018-08-24,0.685,#440154FF,3,,Jerome H Powell,Monetary Policy in a Changing Economy,0.067,0.5,0.75,FALSE,Raise,0.794,0.046,0.9,"As the most recent FOMC statement indicates, if the strong growth in income and jobs continues, further gradual increases in the target range for the federal funds rate will likely be appropriate.",0.4,"Chairman Powell acknowledged the strong economic performance and endorsed the gradual process of rate normalization, suggesting that further rate increases may be warranted given the current economic outlook. This indicates a somewhat hawkish stance focused on continuing gradual rate hikes to prevent economic overheating.",2018-08-24,No
2018-07-17,0.705,#440154FF,3,,Jerome H Powell,,0.14,0.5,1,FALSE,Raise,0.806,0.032,0.8,"With a strong job market, inflation close to our objective, and the risks to the outlook roughly balanced, the FOMC believes that-for now-the best way forward is to keep gradually raising the federal funds rate.",0.8,"Powell emphasizes a strong job market, close-to-target inflation, and balanced risks as justification for continuing gradual rate increases, suggesting a somewhat hawkish stance aiming to prevent inflationary pressures.",2018-07-17,No
2018-06-20,0.895,#440154FF,3,,Jerome H Powell,Monetary Policy at a Time of Uncertainty and Tight Labor Markets,0.119,0.7,1,FALSE,Raise,0.885,0.034,1,"But with unemployment low and expected to decline further, inflation close to our objective, and the risks to the outlook roughly balanced, the case for continued gradual increases in the federal funds rate is strong.",0.3,"Jerome Powell's speech highlights a strong economy with low unemployment and balanced risks, suggesting that there is a strong case for continuing to raise interest rates gradually, indicating a hawkish stance.",2018-06-20,No
2018-05-08,0.57,#440154FF,3,,Jerome H Powell,Monetary Policy Influences on Global Financial Conditions and International Capital Flows,0.095,0.5,0.7,FALSE,Hold,0.75,0.055,0.6,The influence of U.S. monetary policy on global financial conditions should not be overstated.,0.4,"Jerome Powell emphasizes that while U.S. monetary policy has an impact on global financial conditions, its role is often overstated. He also mentions the Fed's actions aligning well with market expectations, suggesting a steady approach without immediate changes.",2018-05-08,No
2018-02-27,0.71,#440154FF,3,,Jerome H Powell,,0.021,0.7,0.75,FALSE,Raise,0.795,0.028,1,"In the FOMC's view, further gradual increases in the federal funds rate will best promote attainment of both of our objectives.",0.8,"Powell's remarks emphasize the solid economic growth, strong labor market, and the plan to continue gradually raising rates, indicating a somewhat hawkish stance.",2018-02-27,No
2018-02-13,0.515,#440154FF,3,,Jerome H Powell,Remarks at the Ceremonial Swearing-in,0.047,0.5,0.65,FALSE,Hold,0.767,0.05,0.9,"Today, the global economy is recovering strongly for the first time in a decade. We are in the process of gradually normalizing both interest rate policy and our balance sheet with a view to extending the recovery and sustaining the pursuit of our objectives.",0.6,"Powell emphasizes gradual normalization of policy and maintaining achieved gains, indicating a balanced approach without a strong tendency towards tightening or easing policy further, which suggests a neutral stance likely resulting in holding rates.",2018-02-13,No
2017-11-28,0.65,#440154FF,3,,Jerome H Powell,,0.071,0.5,0.7,FALSE,Raise,0.706,0.063,0.9,We expect interest rates to rise somewhat further and the size of our balance sheet to gradually shrink.,1,"Powell indicates an expectation for interest rates to rise and the balance sheet to shrink, suggesting a tightening of monetary policy, which is a somewhat hawkish stance.",2017-11-28,No
2017-06-01,0.7,#440154FF,3,,Jerome H Powell,Thoughts on the Normalization of Monetary Policy,0,0.7,0.7,FALSE,Raise,0.77,0.048,1,The healthy state of our economy and favorable outlook suggest that the FOMC should continue the process of normalizing monetary policy.,0.7,"Powell's speech emphasizes strong job creation, a tightening labor market, and an expectation of inflation approaching the 2 percent target, suggesting a continued path towards normalization with rate hikes, despite acknowledging risks and the need for some patience.",2017-06-01,No
